"제품명","브랜드명","카테고리","효능","전성분","가격","용량","링크","유해성_점수"
"1025 독도 클렌저","라운드랩","클렌징 폼","보습;진정","정제수;소듐코코일이세티오네이트;글리세린;소듐메틸코코일타우레이트;코코-베타인;포타슘코코일글리시네이트;포타슘벤조에이트;소듐클로라이드;폴리쿼터늄-67;포타슘코코에이트;시트릭애씨드;프룩토올리고사카라이드;사카라이드하이드롤리세이트;다이소듐이디티에이;풀루란;1,2-헥산다이올;알란토인;판테놀;해수;소듐아세테이트;부틸렌글라이콜;마트리카리아꽃오일;카프릴릭/카프릭트라이글리세라이드;베타-글루칸;포스파티딜콜린;하이알루로닉애씨드;에틸헥실글리세린;세라마이드엔피;글라이신;하이드롤라이즈드하이알루로닉애씨드;글루타믹애씨드;세린;소듐하이알루로네이트;라이신;알라닌;알지닌;트레오닌;프롤린","13000","150ml","https://www.hwahae.co.kr/goods/%EB%9D%BC%EC%9A%B4%EB%93%9C%EB%9E%A9-1025-%EB%8F%85%EB%8F%84-%ED%81%B4%EB%A0%8C%EC%A0%80-150ml-2%EA%B0%9C%EC%9E%85/34893?goods_tab=review_ingredients","1.074074074074074"
"밸런스풀 시카 포어 클렌징 폼","토리든","클렌징 폼","모공/피지","정제수;글리세린;스테아릭애씨드;라우릭애씨드;포타슘하이드록사이드;포타슘코코일글리시네이트;다이프로필렌글라이콜;포타슘코코에이트;글리세릴스테아레이트에스이;라우릴글루코사이드;살리실릭애씨드;병풀추출물(1,001ppm);마데카소사이드;아시아티코사이드;아시아틱애씨드;마데카식애씨드;판테놀;글루코노락톤;알란토인;토코페롤;접시꽃추출물;푸른연꽃추출물;락토바실러스발효물;쓴풀추출물;펜틸렌글라이콜;부틸렌글라이콜;소듐코코일이세티오네이트;소듐이세티오네이트;카프릴릴글라이콜;다이소듐이디티에이;덱스트린;소듐벤조에이트;코코넛애씨드;에틸헥실글리세린;폴리쿼터늄-7;1,2-헥산다이올;로즈마리잎오일;데실글루코사이드;치자추출물;잇꽃꽃추출물","15000","150ml","https://www.hwahae.co.kr/goods/%ED%86%A0%EB%A6%AC%EB%93%A0-%EB%B0%B8%EB%9F%B0%EC%8A%A4%ED%92%80-%EC%8B%9C%EC%B9%B4-%ED%8F%AC%EC%96%B4-%ED%81%B4%EB%A0%8C%EC%A7%95-%ED%8F%BC-150ml-2%EA%B0%9C%EB%AC%B6%EC%9D%8C/60458?goods_tab=review_ingredients","1.3"
"그린 토마토 클레이 팩 클렌저","풀리","클렌징 폼","보습;모공/피지","토마토수(49%);미리스틱애씨드;글리세린;카올린;벤토나이트;포타슘하이드록사이드;라우릭애씨드;티타늄디옥사이드;옥수수전분;팔미틱애씨드;정제수;부틸렌글라이콜;스테아릭애씨드;코코-글루코사이드;1,2-헥산다이올;무화과추출물;병풀추출물;달맞이꽃꽃추출물;당느릅나무뿌리추출물;대왕소나무잎추출물;칡뿌리추출물;토마토즙(5,229PPM);하이드로제네이티드레시틴;마그네슘알루미늄실리케이트;콘민트가루;하이드록시아세토페논;글리세릴스테아레이트;다이프로필렌글라이콜;에틸헥실글리세린;데실렌글라이콜;소듐코코일글라이시네이트;소듐파이테이트;베타-글루칸;토코페롤;세라마이드엔피;캐나다콜로이달클레이;헥토라이트;일라이트;몬모릴로나이트;크로뮴옥사이드그린6종복합클레이총함량120;000PPM함유","24000","120ml","https://www.hwahae.co.kr/goods/%ED%92%80%EB%A6%AC-%EA%B7%B8%EB%A6%B0-%ED%86%A0%EB%A7%88%ED%86%A0-%ED%81%B4%EB%A0%88%EC%9D%B4-%ED%8C%A9-%ED%81%B4%EB%A0%8C%EC%A0%80-120ml/63723?goods_tab=review_ingredients","1.181818181818182"
"세이프 미 릴리프 모이스처 클렌징폼","메이크프렘","클렌징 폼","보습;모공/피지","정제수;소듐코코일이세티오네이트;글리세린;소듐메틸코코일타우레이트;베타인;판테놀;라즈베리추출물;쓴박하추출물;소듐하이알루로네이트;바오밥나무열매추출물;코코-베타인;포타슘코코일글리시네이트;포타슘벤조에이트;소듐클로라이드;폴리쿼터늄-67;포타슘코코에이트;소듐아세테이트;1,2-헥산다이올;에틸헥실글리세린;시트릭애씨드;다이소듐이디티에이;로즈마리잎오일;다이프로필렌글라이콜","20000","170ml","https://www.hwahae.co.kr/goods/%EB%A9%94%EC%9D%B4%ED%81%AC%ED%94%84%EB%A0%98-%EC%84%B8%EC%9D%B4%ED%94%84-%EB%AF%B8-%EB%A6%B4%EB%A6%AC%ED%94%84-%EB%AA%A8%EC%9D%B4%EC%8A%A4%EC%B2%98-%ED%81%B4%EB%A0%8C%EC%A7%95-%ED%8F%BC-170ml-2%EA%B0%9C/42891?goods_tab=review_ingredients","1.4375"
"리코테카 리얼 생크림 클렌징폼","더리즈","클렌징 폼","진정;모공/피지","글리세린;정제수;부틸렌글라이콜;미리스틱애씨드;포타슘코코일글리시네이트;포타슘하이드록사이드;팔미틱애씨드;라우릭애씨드;스테아릭애씨드;피이지-40스테아레이트;코카미도프로필베타인;참마뿌리추출물;피이지-100스테아레이트;글리세릴스테아레이트;에틸헥실글리세린;카프릴릴글라이콜;소듐클로라이드;폴리쿼터늄-10;창과감초뿌리추출물;카프릭애씨드;에톡시다이글라이콜;옥틸도데칸올;아시아티코사이드;마데카식애씨드;하이드로제네이티드레시틴;글라이코리피드;아시아틱애씨드;C12-13알케스-9;1,2-헥산다이올","31000","120ml","https://www.hwahae.co.kr/goods/%EB%8D%94%EB%A6%AC%EC%A6%88-%EB%A6%AC%EC%BD%94%ED%85%8C%EC%B9%B4-%EB%A6%AC%EC%96%BC-%EC%83%9D%ED%81%AC%EB%A6%BC-%ED%81%B4%EB%A0%8C%EC%A7%95%ED%8F%BC-120ml-2%EA%B0%9C%EB%AC%B6%EC%9D%8C/65676?goods_tab=review_ingredients","1.157894736842105"
"마데카소사이드 에센셜 마스크 [흔적리페어]","메디힐","시트마스크","보습;진정","정제수;프로판다이올;다이프로필렌글라이콜;나이아신아마이드;글리세린;1,2-헥산다이올;트레할로오스;하이드록시아세토페논;알지닌;카보머;폴리글리세릴-10라우레이트;에틸헥실글리세린;폴리글리세릴-4라우레이트;잔탄검;다이소듐이디티에이;옥틸도데세스-16;연필향나무오일;마데카소사이드(50ppm);서양배추출물;호호바씨오일;다마스크장미꽃수;광곽향오일;글리세릴아크릴레이트/아크릴릭애씨드코폴리머;오리스뿌리추출물;멜론추출물;불가리스쑥오일;서양송악잎/줄기추출물;로즈마리잎오일;부틸렌글라이콜;해수;소듐하이알루로네이트;병풀추출물;소듐하이알루로네이트크로스폴리머;하이드롤라이즈드글라이코사미노글리칸;하이드로제네이티드레시틴;향부자추출물;벤질글라이콜;하이드롤라이즈드하이알루로닉애씨드;하이알루로닉애씨드;판테놀;세라마이드엔피","40000","24ml*20매","https://www.hwahae.co.kr/goods/%EB%A9%94%EB%94%94%ED%9E%90-%EB%A7%88%EB%8D%B0%EC%B9%B4%EC%86%8C%EC%82%AC%EC%9D%B4%EB%93%9C-%EC%97%90%EC%84%BC%EC%85%9C-%EB%A7%88%EC%8A%A4%ED%81%AC-%ED%9D%94%EC%A0%81-%EB%A6%AC%ED%8E%98%EC%96%B4-10%EB%A7%A4PLUS10%EB%A7%A4/64587?goods_tab=review_ingredients","1.25"
"다이브인 저분자 히알루론산 마스크","토리든","시트마스크","보습","정제수;부틸렌글라이콜;글리세린;다이프로필렌글라이콜;소듐하이알루로네이트크로스폴리머;소듐하이알루로네이트;소듐아세틸레이티드하이알루로네이트;하이드롤라이즈드소듐하이알루로네이트;하이드롤라이즈드하이알루로닉애씨(100ppm);판테놀;트레할로오스;알란토인;마트리카리아꽃추출물;포트마리골드꽃추출물;인도멀구슬나무잎추출물;인도멀구슬나무꽃추출물;아이비고드열매추출물;가지열매추출물;홀리바질잎추출물;울금뿌리추출물;참산호말추출물;글리세릴아크릴레이트/아크릴릭애씨드코폴리머;피브이엠/엠에이코폴리머;사카라이드아이소머레이트;카보머;잔탄검;트로메타민;펜틸렌글라이콜;1,2-산다이올;하이드록시아세토페논;쇠비름추출물;말라카이트추출물;에틸헥실글리세린","30000","27ml*10매","https://www.hwahae.co.kr/goods/%ED%86%A0%EB%A6%AC%EB%93%A0-%EB%9D%BC%EC%9D%B8%ED%94%84%EB%A0%8C%EC%A6%88-%EB%8B%A4%EC%9D%B4%EB%B8%8C%EC%9D%B8-%EC%A0%80%EB%B6%84%EC%9E%90-%ED%9E%88%EC%95%8C%EB%A3%A8%EB%A1%A0%EC%82%B0-%EB%A7%88%EC%8A%A4%ED%81%AC-10%EB%A7%A4/18164?goods_tab=review_ingredients","1.111111111111111"
"올리브 시카 카밍 앰플 마스크","프리메이","시트마스크","보습","정제수;글리세린;다이프로필렌글라이콜;1,2-헥산다이올;하이드록시에틸우레아;아미노부티릭애씨드;하이드록시아세토페논;카보머;알지닌;트레할로오스;베타인;판테놀;폴리글리세릴-10라우레이트;부틸렌글라이콜;에틸헥실글리세린;폴리글리세릴-4라우레이트;아데노신;잔탄검;글리세릴글루코사이드;다이소듐이디티에이;소듐하이알루로네이트;다마스크장미꽃수;흰목이버섯폴리사카라이드;치자꽃추출물;첨차잎추출물;양까막까치밥나무잎추출물;아마씨추출물;밤부사불가리스잎추출물;살비아오일;올리브추출물;마데카소사이드;라벤더오일;서양송악잎/줄기추출물;병풀추출물;병풀잎추출물;하이드로제네이티드포스파티딜콜린;카프릴릭/카프릭트라이글리세라이드;수크로오스스테아레이트;세테아릴알코올;아시아티코사이드;마데카식애씨드;아시아틱애씨드;소듐피씨에이;마그네슘피씨에이;칼슘피씨에이","40000","27ml*20매","https://www.hwahae.co.kr/goods/%ED%94%84%EB%A6%AC%EB%A9%94%EC%9D%B4-%EC%98%AC%EB%A6%AC%EB%B8%8C-%EC%8B%9C%EC%B9%B4-%EC%B9%B4%EB%B0%8D-%EC%95%B0%ED%94%8C-%EB%A7%88%EC%8A%A4%ED%81%AC-20%EB%A7%A4-%EA%B8%B0%ED%9A%8D-PLUS%ED%95%91%ED%81%AC-%EB%A7%88%EC%8A%A4%ED%81%AC-2%EB%A7%A4-%EC%A6%9D%EC%A0%95/56822?goods_tab=review_ingredients","1.15625"
"피치 핏 콜라겐 겔 마스크","니프니프","시트마스크","미백;주름/탄력","정제수;글리세린;콜라겐수(100,700PPV);메밀프로판다이올;아크릴레이트코폴리머;나이아신아마이드;12-해산다이올;아이리쉬모스;무화과추출;병품추출물;밥껍질추출물;복숭아추출물(40PPB);복사나무꽃추출물(10PPB);하이드로제네이티드레시틴;하이드록시아세토페논;알진;캐롭검;부틸렌글라이콜;포타슘클로라이드;글루코만난;잔탄검;수크로오스;알란토인;아데노신;말토덱스트린;다이소듐이디티에이;다이포타슘글리시리제이트;사이아노코발아인;베툴린;베타-글루칸;세라마이드엔피;효모발효여과물;노나펩타이드-1;다이펩타이드다이아미노부티로일벤질아마이드다이아세데이트;아세틸헥사펩타이드-8;카퍼트라이펩타이드-1;트라이펩타이드-1;팔미토일테트라펩타이드-7;팔미토일트라이펩타이드-1;팔미토일테트라펩타이드-5;팔미토일트라이펩타이드-4;팔미토일트라이펩타이드-12;펜타펩타이드-3;헥사펩타이드-9","32000","39g*5매","https://www.hwahae.co.kr/goods/%EB%8B%88%ED%94%84%EB%8B%88%ED%94%84-%EB%8B%88%ED%94%84%EB%8B%88%ED%94%84-%ED%94%BC%EC%B9%98-%ED%95%8F-%EC%BD%9C%EB%9D%BC%EA%B2%90-%EA%B2%94-%EB%A7%88%EC%8A%A4%ED%81%AC-5%EB%A7%A4%EC%9E%85/72909?goods_tab=review_ingredients","1.05"
"수퍼 아쿠아겔 오아시스 앰플 마스크","에스네이처","시트마스크","보습;진정","정제수;부틸렌글라이콜;글리세린;1,2-헥산다이올;베타인;알지닌;알란토인;소듐하이알루로네이트;하이드롤라이즈드콜라겐;하이드록시프로필트라이모늄하이알루로네이트;소듐아세틸레이티드하이알루로네이트;하이드롤라이즈드하이알루로닉애씨드;하이알루로닉애씨드;소듐하이알루로네이트크로스폴리머;카퍼트라이펩타이드-1;하이드롤라이즈드소듐하이알루로네이트;포타슘하이알루로네이트;다이펩타이드-2;올리고펩타이드-1;트라이펩타이드-1;팔미토일펜타펩타이드-4;토코페롤;모란뿌리추출물;솔비톨;하이드록시에틸셀룰로오스;에틸헥실글리세린;아크릴레이트/C10-30알킬아크릴레이트크로스폴리머;다이소듐이디티에이","105000","30ml*30매","https://www.hwahae.co.kr/goods/%EC%97%90%EC%8A%A4%EB%84%A4%EC%9D%B4%EC%B2%98-%EC%88%98%ED%8D%BC-%EC%95%84%EC%BF%A0%EC%95%84%EA%B2%94-%EC%98%A4%EC%95%84%EC%8B%9C%EC%8A%A4-%EC%95%B0%ED%94%8C-%EB%A7%88%EC%8A%A4%ED%81%AC-30%EB%A7%A4/48019?goods_tab=review_ingredients","1.115384615384615"
"다시마 콜라겐 퍼밍 마스크","션리","시트마스크","보습;진정","정제수;글리세린;프로필렌글라이콜;메틸프로판다이올;변성알코올;폴리솔베이트80;부틸렌글라이콜;페녹시에탄올;베타인;카보머;클로페네신;잔탄검;트라이에탄올아민;향료;1,2-헥산다이올;다이소듐이디티에이;덱스트린;치자추출물;수용성콜라겐(50ppm);다이프로필렌글라이콜;알란토인;다시마추출물(10ppm);판테놀;트레할로오스;자일리틸글루코사이드;안하이드로자일리톨;카프릴릭/카프릭트라이글리세라이드;카프릴릴글라이콜;자일리톨;수크로오스팔미테이트;글루코오스;글라이신;하이드로제네이티드레시틴;세린;글루타믹애씨드;세라마이드엔피;소듐하이알루로네이트;아스파틱애씨드;류신;알라닌;라이신;알지닌;타이로신;페닐알라닌;프롤린;트레오닌;발린;아이소류신;히스티딘;시스테인;메티오닌;에틸헥실글리세린;아세틸헥사펩타이드-8;카퍼트라이펩타이드-1;올리고펩타이드-29;올리고펩타이드-32;팔미토일펜타펩타이드-4","120000","23ml*40매","https://www.hwahae.co.kr/goods/%EC%85%98%EB%A6%AC-%EB%8B%A4%EC%8B%9C%EB%A7%88-%EC%BD%9C%EB%9D%BC%EA%B2%90-%ED%8D%BC%EB%B0%8D-%EB%A7%88%EC%8A%A4%ED%81%AC-30%EB%A7%A4PLUS%EB%A7%88%EC%8A%A4%ED%81%AC%ED%8C%A9-10%EB%A7%A4-%EA%B8%B0%ED%9A%8D/69476?goods_tab=review_ingredients","1.297297297297297"
"펩타테놀 수분 밸런스 겔 마스크","어나더페이스","시트마스크","보습;모공/피지","정제수;글리세린;다이프로필렌글라이콜;메틸프로판다이올;카프릴릭/카프릭트라이글리세라이드;나이아신아마이드;판테놀(10,050ppm);캐롭검;아이리쉬모스가루;아이리쉬모스;글리세릴스테아레이트;셀룰로오스검;피이지-100스테아레이트;하이드록시아세토페논;시어버터;카프릴릴글라이콜;포타슘클로라이드;소듐폴리아크릴레이트;폴리솔베이트60;하이드로제네이티드폴리데센;수크로오스;에틸헥실글리세린;아데노신;판토락톤;트라이데세스-6;C11-13아이소알케인;다이포타슘글리시리제이트;프로판다이올;부틸렌글라이콜;알로에베라잎추출물;벤질글라이콜;하이드롤라이즈드글라이코사미노글리칸;소듐하이알루로네이트;1,2-헥산다이올;소듐하이알루로네이트크로스폴리머;폴리글리세릴-10라우레이트;하이드롤라이즈드하이알루로닉애씨드;티트리잎추출물;하이드록시프로필트라이모늄하이알루로네이트;트라이펩타이드-1(0.007ppm);하이알루로닉애씨드;아세틸테트라펩타이드-2(0.0005ppm);아세틸테트라펩타이드-5(0.0005ppm);카퍼트라이펩타이드-1(0.0005ppm);팔미토일트라이펩타이드-1(0.0005ppm);팔미토일펜타펩타이드-4(0.0005ppm);헥사펩타이드-11(0.0005ppm);헥사펩타이드-9(0.0005ppm);소듐아세틸레이티드하이알루로네이트;팔미토일트라이펩타이드-5(0.0001ppm);다이소듐이디티에이;향료","20000","35g*4매","https://www.hwahae.co.kr/goods/%EC%96%B4%EB%82%98%EB%8D%94%ED%8E%98%EC%9D%B4%EC%8A%A4-%ED%8E%A9%ED%83%80%ED%85%8C%EB%86%80-%EC%88%98%EB%B6%84-%EB%B0%B8%EB%9F%B0%EC%8A%A4-%ED%95%98%EC%9D%B4%EB%93%9C%EB%A1%9C%EA%B2%94-%EB%A7%88%EC%8A%A4%ED%81%AC-1box-4%EB%A7%A4%EC%9E%85/71280?goods_tab=review_ingredients","1.352941176470588"
"나이아신아마이드 미백 레시피 마스크팩","닥터오라클","시트마스크","미백;주름/탄력","정제수;나이아신아마이드(50,000ppm);글리세린;부틸렌글라이콜;1,2-헥산다이올;아데노신;판테놀;알란토인;소듐하이알루로네이트;소듐하이알루로네이트크로스폴리머;하이드롤라이즈드하이알루로닉애씨드;하이드롤라이즈드소듐하이알루로네이트;하이알루로닉애씨드;다이포타슘글리시리제이트;병풀추출물;녹차추출물;캐모마일꽃추출물;알지닌;에틸헥실글리세린;카보머;잔탄검;폴리글리세릴-10라우레이트;폴리글리세릴-4라우레이트;카프릴릴/카프릴글루코사이드;다이소듐이디티에이;펜틸렌글라이콜;향료","75000","25ml*25매","https://www.hwahae.co.kr/goods/%EB%8B%A5%ED%84%B0%EC%98%A4%EB%9D%BC%ED%81%B4-%ED%99%94%EC%9D%B4%ED%8A%B8-%EB%AF%B8%EB%B0%B1-%EB%A0%88%EC%8B%9C%ED%94%BC-%EB%A7%88%EC%8A%A4%ED%81%AC%ED%8C%A9-25ml-25%EB%A7%A4%EC%9E%85-1box/56989?goods_tab=review_ingredients","1.4"
"에센셜 마스크 [티트리]","메디힐","시트마스크","보습;진정","정제수;글리세린;다이프로필렌글라이콜;1,2-헥산다이올;티트리추출물(12,000ppm);메틸프로판다이올;프로판다이올;하이드록시아세토페논;알지닌;카보머;아미노부티릭애씨드;부틸렌글라이콜;잔탄검;폴리글리세릴-10라우레이트;아데노신;폴리글리세릴-4라우레이트;해수;다이소듐이디티에이;트루로즈오브예리코추출물;티트리잎오일(90ppm);폴리쿼터늄-51;하이드로제네이티드레시틴;베르가모트오일;티트리잎추출물(10ppm);4-터피네올(10ppm);글리세릴글루코사이드;화이트티트리잎추출물(10ppm);티트리꽃/잎/줄기추출물(10ppm);티트리잎수(10ppm);트레할로오스;소엽잎추출물;서양민들레뿌리줄기/뿌리추출물;향부자추출물;소두구씨오일;판테놀;세라마이드엔피","20000","24ml*10매","https://www.hwahae.co.kr/products/%EB%A9%94%EB%94%94%ED%9E%90-%EC%97%90%EC%84%BC%EC%85%9C-%EB%A7%88%EC%8A%A4%ED%81%AC-%ED%8B%B0%ED%8A%B8%EB%A6%AC/1986632?goods_tab=review_ingredients","1.130434782608696"
"밸런스풀 시카 마스크","토리든","시트마스크","보습;진정","정제수;부틸렌글라이콜;글리세린;다이프로필렌글라이콜;1,2-헥산다이올;병풀추출물(1,000ppm);마데카식애씨드;아시아티코사이드;아시아틱애씨드;마데카소사이드;판테놀;알란토인;쓴풀추출물;푸른연꽃추출물;락토바실러스발효물;접시꽃추출물;하이드롤라이즈드하이알루로닉애씨드;다이펩타이드-2;다이포타슘글리시리제이트;프로판다이올;아이소펜틸다이올;글리세릴아크릴레이트/아크릴릭애씨드코폴리머;폴리글리세릴-4올리에이트;소듐스테아로일글루타메이트;피브이엠/엠에이코폴리머;소듐서팩틴;카보머;잔탄검;트로메타민;인도멀구슬나무잎추출물;인도멀구슬나무꽃추출물;다이소듐이디티에이;에틸헥실글리세린","60000","25ml*20매","https://www.hwahae.co.kr/goods/%ED%86%A0%EB%A6%AC%EB%93%A0-%EB%B0%B8%EB%9F%B0%EC%8A%A4%ED%92%80-%EC%8B%9C%EC%B9%B4-%EB%A7%88%EC%8A%A4%ED%81%AC-20%EB%A7%A4/56377?goods_tab=review_ingredients","1.153846153846154"
"하이퍼 마스크 [콜라겐]","메디힐","시트마스크","보습;주름/탄력","정제수;글리세린;다이프로필렌글라이콜;나이아신아마이드;세틸에틸헥사노에이트;카프릴릭/카프릭트라이글리세라이드;캐롭검;아이리쉬모스;아이리쉬모스가루;하이드록시아세토페논;셀룰로오스검;시어버터;카프릴릴글라이콜;포타슘클로라이드;호호바에스터;글리세릴스테아레이트;소듐폴리아크릴레이트;콜라겐(1;100ppm);스테아릴알코올;세틸알코올;솔비탄세스퀴올리에이트;하이드로제네이티드폴리데센;수크로오스;에틸헥실글리세린;소듐스테아로일글루타메이트;해바라기씨왁스;아데노신;부틸렌글라이콜;로즈마리잎오일;트라이데세스-6;C11-13아이소알케인;하이드롤라이즈드치자추출물;폴리글리세린-3;말토덱스트린;라벤더오일;1,2-헥산다이올;다이포타슘글리시리제이트;황련뿌리추출물;글루타티온;하이드롤라이즈드콜라겐(500ppb);구기자추출물;석류추출물;토코페롤;하이드로제네이티드레시틴;수용성콜라겐(100ppb);글루코오스;만노오스;콜라겐추출물(1ppb);다이소듐이디티에이","45000","34ml*10매","https://www.hwahae.co.kr/goods/%EB%A9%94%EB%94%94%ED%9E%90-%ED%95%98%EC%9D%B4%ED%8D%BC-%EC%BD%9C%EB%9D%BC%EA%B2%90-%EB%A7%88%EC%8A%A4%ED%81%AC-10%EB%A7%A4/66646?goods_tab=review_ingredients","1.25"
"핑크 콜라겐 앰플 마스크","프리메이","시트마스크","보습;주름/탄력","정제수;글리세린;부틸렌글라이콜;다이프로필렌글라이콜;1,2-헥산다이올;트레할로오스;베타인;판테놀;하이드록시아세토페논;카보머;알지닌;잔탄검;아미노부티릭애씨드;폴리글리세릴-10라우레이트;아데노신;폴리글리세릴-4라우레이트;다이소듐이디티에이;글리세릴글루코사이드;바나나꽃추출물;다마스크장미꽃수;하이드롤라이즈드익스텐신;서양배추출물;서양자두추출물;멜론추출물;흰목이버섯폴리사카라이드;서양송악잎/줄기추출물;밤부사불가리스잎추출물;아마씨추출물;소듐하이알루로네이트;에틸헥실글리세린;팔미토일트라이펩타이드-1;팔미토일펜타펩타이드-4;헥사펩타이드-9;마그네슘피씨에이;소듐피씨에이;아세틸헥사펩타이드-8;칼슘피씨에이;트라이펩타이드-1;카퍼트라이펩타이드-1","60000","27ml*30매","https://www.hwahae.co.kr/goods/%ED%94%84%EB%A6%AC%EB%A9%94%EC%9D%B4-%EB%B9%84%EA%B1%B4-%ED%95%91%ED%81%AC-%EC%BD%9C%EB%9D%BC%EA%B2%90-%EC%95%B0%ED%94%8C-%EB%A7%88%EC%8A%A4%ED%81%AC-30%EB%A7%A4/65441?goods_tab=review_ingredients","1.137931034482759"
"쿨링 마스크 [시카]","셀퓨전씨","시트마스크","보습;진정","정제수;글리세린;1,2-헥산다이올;병풀추출물;영지버섯줄기추출물;다발방패버섯추출물;병풀꽃/잎/줄기추출물;병풀뿌리추출물;병풀잎추출물;소듐하이알루로네이트;베타인;트레할로오스;암모늄아크릴로일다이메틸타우레이트/브이피코폴리머;판테놀;폴리글리세릴-10라우레이트;아크릴레이트/C10-30알킬아크릴레이트크로스폴리머;메틸다이아이소프로필프로피온아마이드;트로메타민;글리세릴글루코사이드;다이소듐이디티에이;알란토인;글리세릴아크릴레이트/아크릴릭애씨드코폴리머;효모발효여과물;부틸렌글라이콜;효모발효물;아시아티코사이드;마데카소사이드;마데카식애씨드;아세틸헥사펩타이드-8;아스파틱애씨드;아시아틱애씨드;하이드록시아세토페논;펜틸렌글라이콜","30000","27g*10매","https://www.hwahae.co.kr/goods/%EC%85%80%ED%93%A8%EC%A0%84%EC%94%A8-%ED%8F%AC%EC%8A%A4%ED%8A%B8-%EC%95%8C%ED%8C%8C-%EC%8B%9C%EC%B9%B4-%EC%BF%A8%EB%A7%81-%EB%A7%88%EC%8A%A4%ED%81%AC-10%EB%A7%A4/65785?goods_tab=review_ingredients","1.076923076923077"
"시카 리페어 판테놀 마스크","아로셀","시트마스크","보습;진정","정제수;글리세린;나이아신아마이드;세틸에틸헥사노에이트;캐롭검;다이프로필렌글라이콜;아이리쉬모스추출물;1,2-헥산다이올;아이리쉬모스가루;수크로오스;세테아릴올리베이트;하이드록시아세토페논;판테놀(2,000ppm);솔비탄올리베이트;시어버터;포타슘클로라이드;카프릴릭/카프릭트라이글리세라이드;소듐폴리아크릴레이트;알란토인;폴리솔베이트60;하이드로제네이티드폴리데센;아데노신;포도씨오일;부틸렌글라이콜;다이소듐이디티에이;카프릴릴글라이콜;인도멀구슬나무잎추출물;인도멀구슬나무꽃추출물;콜라겐수;다이포타슘글리시리제이트;트라이데세스-6;콜라겐추출물;마데카소사이드;아시아티코사이드;베타-글루칸;병풀추출물(52,300ppb);아이비고드열매추출물;자일리틸글루코사이드;C11-13아이소알케인;안하이드로자일리톨;호박가루;가지열매추출물;소듐하이알루로네이트;홀리바질잎추출물;울금뿌리추출물;자일리톨;카프릴로일살리실릭애씨드;폴리글리세릴-4카프레이트;하이드로제네이티드레시틴;토코페롤;참산호말추출물;드럼스틱씨오일;스테아릭애씨드;소듐디엔에이;대왕송잎추출물;당느릅나무뿌리추출물;달맞이꽃추출물;칡뿌리추출물;하이드롤라이즈드하이알루로닉애씨드;에틸헥실글리세린;소듐아세틸레이티드하이알루로네이트;폴리글리세릴-10라우레이트;트라이펩타이드-1;팔미토일트라이펩타이드-1;팔미토일펜타펩타이드-4;헥사펩타이드-9;아세틸헥사펩타이드-8;카퍼트라이펩타이드-1","16000","25g*4매","https://www.hwahae.co.kr/goods/%EC%95%84%EB%A1%9C%EC%85%80-%EC%8B%9C%EC%B9%B4-%EB%A6%AC%ED%8E%98%EC%96%B4-%ED%8C%90%ED%85%8C%EB%86%80-%EB%A7%88%EC%8A%A4%ED%81%AC-25g-x-4%EB%A7%A4/67121?goods_tab=review_ingredients","1.081632653061225"
"슈퍼 콜라겐 마스크","아로셀","시트마스크","보습;주름/탄력","정제수;글리세린;다이프로필렌글라이콜;세틸에틸헥사노에이트;나이아신아마이드;캐롭검;1,2-헥산다이올;하이드롤라이즈드콜라겐(5,000ppm);아텔로콜라겐;콜라겐추출물;하이드롤라이즈드하이알루로닉애씨드;소듐아세틸레이티드하이알루로네이트;소듐하이알루로네이트;하이드록시프로필트라이모늄하이알루로네이트;인삼뿌리프로토플라스트;에델바이스캘러스배양추출물;레티놀;하이알루로닉애씨드;팔미토일트라이펩타이드-5;하이드롤라이즈드소듐하이알루로네이트;소듐하이알루로네이트크로스폴리머;포타슘하이알루로네이트;카퍼트라이펩타이드-1;다이펩타이드-2;올리고펩타이드-1;팔미토일펜타펩타이드-4;트라이펩타이드-1;아데노신;인체제대혈세포배양액(30ppm);하이드록시아세토페논;아이리쉬모스추출물;아이리쉬모스;베타인;판테놀;트레할로오스;셀룰로오스검;시어버터;글리세릴스테아레이트;소듐폴리아크릴레이트;피이지-100스테아레이트;폴리솔베이트60;잔탄검;포타슘클로라이드;하이드로제네이티드폴리데센;수크로오스;다이소듐이디티에이;에틸헥실글리세린;트라이데세스-6;레시틴;하이드롤라이즈드치자추출물;하이드로제네이티드레시틴;말토덱스트린;부틸렌글라이콜;돌콩오일;토코페롤;콜레스테롤;소듐시트레이트;세린;알진;향료","32000","43g*4매","https://www.hwahae.co.kr/goods/%EC%95%84%EB%A1%9C%EC%85%80-%EC%95%84%EB%A1%9C%EC%85%80-%EC%8A%88%ED%8D%BC-%EC%BD%9C%EB%9D%BC%EA%B2%90-%EB%A7%88%EC%8A%A4%ED%81%AC-4%EB%A7%A4/72726?goods_tab=review_ingredients","1.27906976744186"
